;tid;sent;pol
874;1456917364696489985;neutral;believe
875;1456903655391580162;neutral;believe
876;1456659016537427971;negative;believe
877;1456452561783988226;negative;believe
878;1454477679839883268;positive;believe
879;1433698142550118407;positive;believe
880;981527620931244033;neutral;believe
881;1460160744859832325;negative;believe
882;1440372621036584972;negative;deny
883;1118603577445036032;negative;believe
884;1432356021540818952;neutral;believe
885;1432627401020751872;positive;believe
886;989176350484385793;negative;believe
887;1429793635223146500;positive;believe
888;1472443400796397575;negative;deny
889;1035679669801103361;neutral;believe
890;1035095449521283072;neutral;believe
891;940435461440528384;negative;believe
892;1454717717618036736;negative;deny
893;1035307492694286336;positive;believe
894;955258452632330240;positive;believe
895;951352925422415872;positive;believe
896;953742614762852354;positive;believe
897;680051833906266112;positive;believe
898;929501265926729728;negative;believe
899;1422505019866222595;negative;believe
900;826245928000638976;neutral;believe
901;990943158186856448;neutral;deny
902;1067574790326759424;negative;believe
903;1481374080850927617;negative;deny
904;1068185291675062272;positive;believe
905;825074679647924224;neutral;believe
906;1452013638458482688;negative;believe
907;1439339181923307522;neutral;deny
908;1029005670224408576;negative;believe
909;1442915475524968449;negative;believe
910;1069859448074764288;positive;believe
911;1443630043436142593;neutral;believe
912;1067959906320433152;positive;believe
913;1032359957667164161;negative;believe
914;1118512589191823360;positive;deny
915;1030253000399306752;neutral;believe
916;1450747454664626178;neutral;believe
917;1437923027249893377;negative;believe
918;981955471342030848;positive;believe
919;1460453848510709761;negative;believe
920;1119022717808730112;negative;believe
921;886614118366576640;positive;believe
922;1455265805789061121;negative;deny
923;1459065302789066753;positive;believe
924;1427805019382763531;neutral;believe
925;986933515957821440;positive;believe
926;1069988508151005184;positive;believe
927;1426146094136930311;negative;believe
928;680476748094533632;positive;believe
929;1460893490666098693;positive;believe
930;1457017789667942405;positive;believe
931;1458095225428140048;negative;believe
932;929791296721620992;negative;believe
933;1456033756091932675;positive;believe
934;1030737330850545664;negative;believe
935;1453266539822596103;negative;believe
936;1430627193378508813;negative;deny
937;1118832269861564417;negative;believe
938;915359626698170368;positive;believe
939;874018442122231808;neutral;believe
940;1435089505694846976;negative;believe
941;1453485680839913474;positive;deny
942;1460234143501996035;neutral;believe
943;1067631950930698240;negative;believe
944;1423437241611952132;neutral;believe
945;1067985603726237696;negative;believe
946;1489760281345642496;negative;deny
947;1457926421335076865;positive;believe
948;1447479102852698114;negative;deny
949;886707532869373952;positive;believe
950;1459474707237986305;negative;believe
951;1421114094472638464;negative;deny
952;990052980186640384;positive;deny
953;1029727400324677633;neutral;believe
954;1454935063519432713;negative;deny
955;824301826103185408;neutral;believe
956;1504267603900092416;negative;deny
957;1454211834400047107;neutral;believe
958;823712546980925440;positive;believe
959;1453435279872872453;positive;deny
960;1444554739450974209;positive;deny
961;1035581995211022337;neutral;believe
962;1458569682169049088;negative;believe
963;1067965993723617280;negative;believe
964;938299282624598016;positive;believe
965;1067950739685851140;positive;believe
966;1033806287568437248;neutral;believe
967;1457045329954607113;negative;believe
968;1425231957932265476;positive;deny
969;1459935270288117764;neutral;deny
970;983819022587310082;negative;believe
971;1424850838124589063;positive;believe
972;1119046880548331520;positive;believe
973;1444679240394420229;positive;believe
974;867775015462125568;negative;believe
975;1459098396900401155;negative;deny
976;623125359479943168;positive;believe
977;914022626137223168;positive;believe
978;1456658976834088963;positive;believe
979;1030942162639179777;negative;believe
980;1440276982604857356;positive;believe
981;1453316063161053193;negative;deny
982;1442742130976428038;positive;believe
983;1470200080518975490;negative;deny
984;1422446892227702791;negative;believe
985;1036067594434826241;positive;believe
986;1068077459638239232;negative;believe
987;982360374510084096;negative;believe
988;1069613134963490816;negative;believe
989;1455206051477925897;neutral;deny
990;767885492805332992;negative;believe
991;989840888003149824;positive;believe
992;1460346056382705670;negative;believe
993;1119271011134742529;positive;believe
994;1455559089673539586;neutral;deny
995;987686729837694976;positive;believe
996;984392688815542272;positive;believe
997;1119434171997478912;positive;believe
998;1430952260192727042;neutral;believe
999;1452948030836011012;neutral;believe
1000;1420774268787363841;negative;believe
1001;1435297939815997447;neutral;believe
1002;1032140770235449344;negative;believe
1003;1480981955487297538;negative;deny
1004;1068135627835785217;positive;believe
1005;980967973232914432;positive;believe
1006;1455639027386929154;negative;believe
1007;1450917025379983362;neutral;believe
1008;1423295225649418240;positive;believe
1009;1030207950231502850;positive;believe
1010;1455091487683883015;neutral;believe
1011;1118707722512420867;neutral;believe
1012;1423999563753480197;negative;believe
1013;1455840666404245505;neutral;believe
1014;923716226488025088;positive;believe
1015;1460825821589819394;negative;believe
1016;1449745291771482118;negative;believe
1017;1030300006199087104;negative;deny
1018;1501210203034898446;negative;deny
1019;824687182728331264;neutral;believe
1020;981192106428551169;neutral;believe
1021;1067350562629275648;positive;believe
1022;1447217164474277893;negative;believe
1023;1470532172457119748;positive;deny
1024;1454390948633350155;positive;believe
1025;1446471833729974273;neutral;believe
1026;825309104625373184;positive;believe
1027;1425318484968415233;negative;believe
1028;1439191611490062342;positive;deny
1029;1068250780833067008;neutral;believe
1030;1421591669682618374;negative;deny
1031;824959661673684992;negative;believe
1032;1455577810102362124;negative;believe
1033;676707044196421632;positive;believe
1034;1451653964479434757;neutral;believe
1035;1451110308471263233;negative;believe
1036;985021841612787712;positive;believe
1037;1457140582904565760;negative;believe
1038;691792391372722176;negative;believe
1039;1455538993064460291;neutral;believe
1040;1432493655005167616;negative;believe
1041;1457015209890140160;negative;believe
1042;936093799582900224;positive;believe
1043;984975269877313536;neutral;believe
1044;1422303711238447111;positive;believe
1045;1485466702397669377;negative;deny
1046;921558513775656960;positive;believe
1047;1460019337784283137;neutral;believe
1048;1461144720285986816;neutral;believe
1049;1455093017174593539;neutral;believe
1050;1443923630212190214;negative;believe
1051;1451483041122095116;neutral;deny
1052;1034939075969605633;negative;believe
1053;969333907186319360;positive;believe
1054;988812853716049920;positive;believe
1055;1453452746724569090;negative;believe
1056;1431527816684871685;positive;believe
1057;1068426965105836033;negative;believe
1058;1422680868150079493;neutral;believe
1059;1441510635913764864;positive;believe
1060;971161000174112768;positive;believe
1061;1435156478566993925;neutral;deny
1062;1461082401204023299;negative;believe
1063;1455237746155417602;negative;deny
1064;794327420530671616;negative;believe
1065;1479913917077929984;negative;deny
1066;1454443791004409861;positive;believe
1067;1452854919778557953;negative;believe
1068;749308023332433920;positive;believe
1069;1454486434560286721;negative;believe
1070;988076069092806656;negative;believe
1071;1459208453726130177;negative;believe
1072;1451297055020748801;negative;deny
1073;1457192975021268993;negative;deny
1074;1443324471151108106;positive;deny
1075;642077919154585600;positive;believe
1076;1425550084503134211;neutral;deny
1077;1029961927231852544;positive;believe
1078;988639766445871104;negative;believe
1079;1424685461138706432;negative;believe
1080;955012111616311297;positive;believe
1081;1032240652250243072;neutral;believe
1082;1427410014696730635;negative;believe
1083;1033573402563375106;positive;believe
1084;824403906688118784;negative;believe
1085;1029019144858071041;positive;believe
1086;902020898604990464;positive;believe
1087;1424843977837080590;neutral;believe
1088;987973380669353984;positive;believe
1089;1450076776068108295;negative;believe
1090;1424888325480108032;negative;deny
1091;1421434728515870721;neutral;believe
1092;623123914496049152;positive;believe
1093;1441289963425779716;negative;believe
1094;951258061255012352;positive;believe
1095;955063533993123840;neutral;believe
1096;1426412814512558083;negative;believe
1097;793682558567456768;positive;believe
1098;1445429624217948160;positive;deny
1099;1451157840287182852;neutral;believe
1100;1455105757205221376;positive;believe
1101;953890369250275328;positive;believe
1102;981573391340703744;positive;believe
1103;1456242291937513476;negative;believe
1104;603655153988870144;neutral;believe
1105;1456708023892729860;neutral;believe
1106;1433513096367116301;negative;believe
1107;936452492036116480;positive;believe
1108;1424759128099000330;negative;believe
1109;1455201980322881540;positive;believe
1110;1067327909113864192;positive;believe
1111;981479343758036992;negative;believe
1112;1458219524533092362;neutral;deny
1113;1458903161075388416;positive;believe
1114;1461791181587812358;negative;deny
1115;1459979214434803715;neutral;believe
1116;674923870143569920;positive;believe
1117;1442977115260035072;neutral;believe
1118;1429153701055373320;neutral;deny
1119;1034037891880505344;negative;believe
1120;704723837024411648;neutral;believe
1121;1458117096374775811;positive;believe
1122;1067292659109117952;positive;believe
1123;935127761190039552;negative;believe
1124;1069199978713755648;negative;believe
1125;1067259117364891648;negative;believe
